,class_labels,image_name,bar_stool,bookcase,chandelier,dining_chair,market_umbrella,night_stands,ottoman,sconces,table_lamp,vases,location
1427,dining_chair,f3b7d589-7788-47dd-aa9e-6b917d31b7a9.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/f3b7d589-7788-47dd-aa9e-6b917d31b7a9.jpg
1428,dining_chair,b0c830ec-5a31-4840-9e38-dc5497dcea7d.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/b0c830ec-5a31-4840-9e38-dc5497dcea7d.jpg
1429,dining_chair,37b50e44-b4a8-4374-955a-59baff9a74c4.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/37b50e44-b4a8-4374-955a-59baff9a74c4.jpg
1430,dining_chair,07329b8e-5e71-4054-b679-c5dfc5fd3ade.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/07329b8e-5e71-4054-b679-c5dfc5fd3ade.jpg
1432,dining_chair,db422ec8-5917-4c86-bec4-173f23e5c810.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/db422ec8-5917-4c86-bec4-173f23e5c810.jpg
1434,dining_chair,ef7a2022-235d-4d34-949b-dd7660bef79d.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/ef7a2022-235d-4d34-949b-dd7660bef79d.jpg
1436,dining_chair,e2ab7744-1cbd-4da6-9752-12ed4408e572.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/e2ab7744-1cbd-4da6-9752-12ed4408e572.jpg
1437,dining_chair,dbe54db7-5103-42e4-8abe-82bf1e4db347.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/dbe54db7-5103-42e4-8abe-82bf1e4db347.jpg
1438,dining_chair,f4d07aa3-a3d0-4402-83da-f5f1f0cafb4a.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/f4d07aa3-a3d0-4402-83da-f5f1f0cafb4a.jpg
1439,dining_chair,5b0cb21e-5afc-4b10-ba64-17ca3c9e8888.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/5b0cb21e-5afc-4b10-ba64-17ca3c9e8888.jpg
1440,dining_chair,336e2c23-fffe-4f21-bfc1-433179838248.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/336e2c23-fffe-4f21-bfc1-433179838248.jpg
1442,dining_chair,729c62fe-9a91-43c6-8e34-edee712a483e.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/729c62fe-9a91-43c6-8e34-edee712a483e.jpg
1443,dining_chair,703cb530-2aa7-436b-bcd9-7e3dcd451c44.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/703cb530-2aa7-436b-bcd9-7e3dcd451c44.jpg
1444,dining_chair,47863599-664e-4027-9a09-d7cf01b1bd61.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/47863599-664e-4027-9a09-d7cf01b1bd61.jpg
1446,dining_chair,16c3a17e-add4-4a44-9495-5b4bcf5c04e3.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/16c3a17e-add4-4a44-9495-5b4bcf5c04e3.jpg
1447,dining_chair,11239814-4dde-4807-b239-786b1ecf8056.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/11239814-4dde-4807-b239-786b1ecf8056.jpg
1448,dining_chair,f8cd4904-3123-4546-b561-53cec02b0fc8.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/f8cd4904-3123-4546-b561-53cec02b0fc8.jpg
1449,dining_chair,eb4cdf56-caee-4661-99f0-42035e83e48c.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/eb4cdf56-caee-4661-99f0-42035e83e48c.jpg
1450,dining_chair,fd65df6a-bc8e-4d6f-a466-be038e6458b5.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/fd65df6a-bc8e-4d6f-a466-be038e6458b5.jpg
1451,dining_chair,a4862a94-3c8c-47a7-bf83-d8e92dbe91b0.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/a4862a94-3c8c-47a7-bf83-d8e92dbe91b0.jpg
1452,dining_chair,b2251838-3221-4eac-a5f2-3a4f3e283e49.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/b2251838-3221-4eac-a5f2-3a4f3e283e49.jpg
1453,dining_chair,dc321329-7bad-40f6-a58a-9c47a49ca395.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/dc321329-7bad-40f6-a58a-9c47a49ca395.jpg
1457,dining_chair,641bb803-a8ea-448e-892b-78ac1e03c602.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/641bb803-a8ea-448e-892b-78ac1e03c602.jpg
1458,dining_chair,ff055a4e-5871-4932-9098-1cbb16c3602b.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/ff055a4e-5871-4932-9098-1cbb16c3602b.jpg
1460,dining_chair,497a9768-28f7-4565-9545-22076a2eb392.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/497a9768-28f7-4565-9545-22076a2eb392.jpg
1461,dining_chair,37b32f1b-8da7-4139-a28d-84dd55558313.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/37b32f1b-8da7-4139-a28d-84dd55558313.jpg
1465,dining_chair,a683b400-e84e-418a-b6cf-f579ac16afd6.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/a683b400-e84e-418a-b6cf-f579ac16afd6.jpg
1467,dining_chair,ea0cb8db-40dd-4288-a6ab-d5675ccb5353.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/ea0cb8db-40dd-4288-a6ab-d5675ccb5353.jpg
1468,dining_chair,5a6dc575-0ac0-43bc-8868-800164d8aff9.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/5a6dc575-0ac0-43bc-8868-800164d8aff9.jpg
1469,dining_chair,13dd402b-8826-45d0-81be-b44eb6567413.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/13dd402b-8826-45d0-81be-b44eb6567413.jpg
1470,dining_chair,989ece9c-6929-4371-bdf5-ea398e692821.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/989ece9c-6929-4371-bdf5-ea398e692821.jpg
1471,dining_chair,dbc3e256-8a61-4a40-abda-d98c4c0622bc.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/dbc3e256-8a61-4a40-abda-d98c4c0622bc.jpg
1472,dining_chair,802a671a-287e-4fb8-8a49-9e6e65b2defd.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/802a671a-287e-4fb8-8a49-9e6e65b2defd.jpg
1473,dining_chair,1d83ad8b-891a-4fcc-a191-5b5c89d22d56.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/1d83ad8b-891a-4fcc-a191-5b5c89d22d56.jpg
1474,dining_chair,92c5dd0f-18a0-401e-ae1c-7d5579a83a4b.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/92c5dd0f-18a0-401e-ae1c-7d5579a83a4b.jpg
1475,dining_chair,5482e901-4249-4612-8325-13324ce7d049.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/5482e901-4249-4612-8325-13324ce7d049.jpg
1476,dining_chair,55d300e9-8c50-494c-855d-e7baf6dd1577.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/55d300e9-8c50-494c-855d-e7baf6dd1577.jpg
1477,dining_chair,2d6c98d4-2d4f-4acb-bffe-0e0ac94b4369.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/2d6c98d4-2d4f-4acb-bffe-0e0ac94b4369.jpg
1480,dining_chair,974c91aa-6d1e-4778-9091-2bad41a9b569.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/974c91aa-6d1e-4778-9091-2bad41a9b569.jpg
1482,dining_chair,0f18b499-17d3-411e-9160-69ea587d77d0111.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/0f18b499-17d3-411e-9160-69ea587d77d0111.jpg
1483,dining_chair,3d170058-d8c1-4c3b-8431-4de1cc3d8d75.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/3d170058-d8c1-4c3b-8431-4de1cc3d8d75.jpg
1484,dining_chair,21b9debc-25c7-49a1-ad56-6c14d7324053.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/21b9debc-25c7-49a1-ad56-6c14d7324053.jpg
1485,dining_chair,6d4322ac-c5ef-465d-920e-20b60bd9f827.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/6d4322ac-c5ef-465d-920e-20b60bd9f827.jpg
1486,dining_chair,11cb7a03-6c37-4d78-bbb4-a7f87562dcc4.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/11cb7a03-6c37-4d78-bbb4-a7f87562dcc4.jpg
1487,dining_chair,b4323ecb-048e-443a-9f38-458db023f7cd.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/b4323ecb-048e-443a-9f38-458db023f7cd.jpg
1488,dining_chair,5a5c9514-adf5-43cc-83db-729f23a31812.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/5a5c9514-adf5-43cc-83db-729f23a31812.jpg
1489,dining_chair,98b43674-a8dc-4e66-a085-cb71664ee5e9.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/98b43674-a8dc-4e66-a085-cb71664ee5e9.jpg
1490,dining_chair,95e8bf90-fb15-45c6-8272-2a5effa76e5d.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/95e8bf90-fb15-45c6-8272-2a5effa76e5d.jpg
1491,dining_chair,53128a19-0c94-4a5b-aa2b-c122812c7c1b.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/53128a19-0c94-4a5b-aa2b-c122812c7c1b.jpg
1493,dining_chair,a14bcf9d-b162-4c15-b04b-35d39d17faa2.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/a14bcf9d-b162-4c15-b04b-35d39d17faa2.jpg
1497,dining_chair,e7d3ea93-6c49-4258-8a3a-c1379b648017.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/e7d3ea93-6c49-4258-8a3a-c1379b648017.jpg
1498,dining_chair,957073a2-df6f-47f7-9b49-2ac2088db58a.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/957073a2-df6f-47f7-9b49-2ac2088db58a.jpg
1499,dining_chair,cdbdd4d9-b871-484a-be17-195caedadf91.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/cdbdd4d9-b871-484a-be17-195caedadf91.jpg
1500,dining_chair,e82668d4-fcbc-4d49-bcae-6f49296aee9c.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/e82668d4-fcbc-4d49-bcae-6f49296aee9c.jpg
1501,dining_chair,5b67a852-1342-4032-85f2-1d5f9273ae7d.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/5b67a852-1342-4032-85f2-1d5f9273ae7d.jpg
1502,dining_chair,01b75584-1f6a-49d7-b0b0-7af1b874bf89.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/01b75584-1f6a-49d7-b0b0-7af1b874bf89.jpg
1503,dining_chair,f9a0165b-c8e9-40c7-8318-af0d6c03a5ec.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/f9a0165b-c8e9-40c7-8318-af0d6c03a5ec.jpg
1504,dining_chair,bec95f41-b5d4-4e4a-9be9-98abd94241e3.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/bec95f41-b5d4-4e4a-9be9-98abd94241e3.jpg
1505,dining_chair,9d2c2b20-336f-4f76-a6e4-74e2eefd9047.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/9d2c2b20-336f-4f76-a6e4-74e2eefd9047.jpg
1506,dining_chair,fa75a544-1369-427d-88b8-53ea61d9afd1.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/fa75a544-1369-427d-88b8-53ea61d9afd1.jpg
1508,dining_chair,844e14ed-6777-4e1b-9f6d-41b4bf260776.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/844e14ed-6777-4e1b-9f6d-41b4bf260776.jpg
1509,dining_chair,854dadd7-ecf9-4ca2-b1aa-1f48b2e70d4a.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/854dadd7-ecf9-4ca2-b1aa-1f48b2e70d4a.jpg
1510,dining_chair,721ebf83-857b-4612-b354-cda9f6908265.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/721ebf83-857b-4612-b354-cda9f6908265.jpg
1511,dining_chair,e19c3e9b-bea5-466b-80ec-ca9733ca35ff.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/e19c3e9b-bea5-466b-80ec-ca9733ca35ff.jpg
1512,dining_chair,ea3e8aea-f732-4d56-8cd5-8b874c9b292b.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/ea3e8aea-f732-4d56-8cd5-8b874c9b292b.jpg
1513,dining_chair,ade17204-b7aa-4a85-9e5e-3249e0b3ef07.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/ade17204-b7aa-4a85-9e5e-3249e0b3ef07.jpg
1514,dining_chair,25e5d868-6577-46dc-b567-a7fdbd40d232.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/25e5d868-6577-46dc-b567-a7fdbd40d232.jpg
1515,dining_chair,5bb0a767-2249-4f71-bfa8-904604ae9aeb.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/5bb0a767-2249-4f71-bfa8-904604ae9aeb.jpg
1516,dining_chair,c8e8389c-7a54-42f2-806c-de2006d83272.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/c8e8389c-7a54-42f2-806c-de2006d83272.jpg
1517,dining_chair,32ed0212-af24-456b-ac16-5e40ee76d50b.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/32ed0212-af24-456b-ac16-5e40ee76d50b.jpg
1518,dining_chair,0a0f6e6b-3cd0-4191-9c2d-13ef1b90c1c6.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/0a0f6e6b-3cd0-4191-9c2d-13ef1b90c1c6.jpg
1519,dining_chair,700903a1-bda4-42d5-a95e-d042d670a54d.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/700903a1-bda4-42d5-a95e-d042d670a54d.jpg
1521,dining_chair,c6af84eb-33ec-4698-b03f-0c73c010bd59.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/c6af84eb-33ec-4698-b03f-0c73c010bd59.jpg
1522,dining_chair,e44e7bb4-a37e-4bc1-b942-5b2b17f88876.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/e44e7bb4-a37e-4bc1-b942-5b2b17f88876.jpg
1523,dining_chair,feab4ed8-a04d-4279-951d-1a2da3df9657.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/feab4ed8-a04d-4279-951d-1a2da3df9657.jpg
1525,dining_chair,c6353fb7-ad4f-4237-b080-bb2a3b35afdc.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/c6353fb7-ad4f-4237-b080-bb2a3b35afdc.jpg
1526,dining_chair,74b5fef5-916d-41be-9ff8-dfda648aad02.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/74b5fef5-916d-41be-9ff8-dfda648aad02.jpg
1527,dining_chair,d0d2a1d2-f045-4132-abac-d56462e4a962.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/d0d2a1d2-f045-4132-abac-d56462e4a962.jpg
1528,dining_chair,c2005abf-083c-44a7-975d-d5a890c5a445.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/c2005abf-083c-44a7-975d-d5a890c5a445.jpg
1529,dining_chair,854f4847-8599-4c36-82e4-ad7ea88f6707.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/854f4847-8599-4c36-82e4-ad7ea88f6707.jpg
1530,dining_chair,bbcf3a9f-33dd-4e8b-b7d2-b8adef32496f.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/bbcf3a9f-33dd-4e8b-b7d2-b8adef32496f.jpg
1531,dining_chair,8b595612-e25c-4391-8aec-ccbca1ad18a7.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/8b595612-e25c-4391-8aec-ccbca1ad18a7.jpg
1533,dining_chair,1d72c4a9-5463-4ab1-aeb8-4d4f5069ff85.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/1d72c4a9-5463-4ab1-aeb8-4d4f5069ff85.jpg
1534,dining_chair,c02f9360-f3d4-4a04-aa30-2a0f30a69f3b.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/c02f9360-f3d4-4a04-aa30-2a0f30a69f3b.jpg
1535,dining_chair,dfe9df41-cae1-4057-a20d-d879717d9386.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/dfe9df41-cae1-4057-a20d-d879717d9386.jpg
1536,dining_chair,42ed7771-82fd-4eec-8139-f0befbc05a0c.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/42ed7771-82fd-4eec-8139-f0befbc05a0c.jpg
1537,dining_chair,64a4617d-c1c0-4e5f-a271-4356be4ec64e.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/64a4617d-c1c0-4e5f-a271-4356be4ec64e.jpg
1538,dining_chair,f6b033bb-944a-4470-a26c-aa56e129dbf3.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/f6b033bb-944a-4470-a26c-aa56e129dbf3.jpg
1539,dining_chair,61ad4c2c-68a5-4782-a8e6-171c1a1b1622.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/61ad4c2c-68a5-4782-a8e6-171c1a1b1622.jpg
1540,dining_chair,a2639dd7-3cf4-4096-92be-468537357378.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/a2639dd7-3cf4-4096-92be-468537357378.jpg
1541,dining_chair,966dd947-1e37-4941-b4f0-872643080361.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/966dd947-1e37-4941-b4f0-872643080361.jpg
1542,dining_chair,acabfe75-d56c-40f5-ae54-2414ecd10269.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/acabfe75-d56c-40f5-ae54-2414ecd10269.jpg
1543,dining_chair,8a078f56-1457-444c-808c-c2ee168f7351.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/8a078f56-1457-444c-808c-c2ee168f7351.jpg
1544,dining_chair,fdc6a10b-6408-4943-89ac-dd7a1653a045.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/fdc6a10b-6408-4943-89ac-dd7a1653a045.jpg
1545,dining_chair,26f2ff31-f932-4c7b-8d22-5c30d28fd76b.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/26f2ff31-f932-4c7b-8d22-5c30d28fd76b.jpg
1546,dining_chair,9f414442-d33a-43c3-8680-9ec5828c8c17.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/9f414442-d33a-43c3-8680-9ec5828c8c17.jpg
1547,dining_chair,cfc1464e-37ba-4e8a-905e-0ff6ca591e7c.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/cfc1464e-37ba-4e8a-905e-0ff6ca591e7c.jpg
1548,dining_chair,fa5a2e82-4a63-4574-9367-9f48213490ff.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/fa5a2e82-4a63-4574-9367-9f48213490ff.jpg
1549,dining_chair,a5933922-1929-4ba4-be04-9cbc0d6bd69d.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/a5933922-1929-4ba4-be04-9cbc0d6bd69d.jpg
1550,dining_chair,8d90ace5-c7ce-4698-af66-baf3ea47c68d.jpg,0,0,0,1,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/dining_chair/8d90ace5-c7ce-4698-af66-baf3ea47c68d.jpg
